사업명,지원연도,지원기간,광역,기초,시장명,지원금액(단위_백만원)
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경기,수원시,장안문거북시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경기,부천시,원미종합시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경기,여주시,여주375아울렛,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경기,평택시,통복시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경기,평택시,안중시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),강원,양구군,양구중앙시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경북,울진군,후포공설시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경북,안동시,안동중앙신시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2018,’18(최대 6개월),경북,문경시,문경전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),서울,종로구,종로신진시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),서울,구로구,가리봉시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),서울,구로구,고척골목상점가,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),서울,동작구,사당1동먹자골목상점가,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),서울,동대문구,답십리시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),서울,광진구,화양제일시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),강원,홍천군,홍천시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),경기,여주시,여주세종시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),경기,시흥시,정왕시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),경기,과천시,제일쇼핑,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),경기,과천시,과천상점가,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),경기,남양주,남양주장현전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),인천,남동구,구월도매전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),인천,중구,신포상가연합회,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),인천,중구,신흥시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),대전,중구,중촌동맞춤거리상점가,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),충북,단양군,매포전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),충북,증평군,증평장뜰시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),충북,옥천군,옥천공설시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),광주,동구,지산유원지상점가,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),대구,남구,남부시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),경북,영천시,금호공설시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,동래구,안락상가시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,동래구,명장시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,동구,수정전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,동구,성북전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,남구,용호1동골목시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,남구,용호삼성시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,중구,남포동건어물도매시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),부산,사상구,모라전통시장,시장당 15백만원 이내 (국비) 
"특성화 첫걸음(컨설팅)시장 육성사업(‘18년 24곳, ’19년 31곳 선정·지원)",2019,’19(최대 6개월),경남,양산시,서창시장,시장당 15백만원 이내 (국비) 
청년상인 창업지원(54곳 선정·지원),2015,1년,인천,부평구,부평시장로타리지하상가,228
청년상인 창업지원(54곳 선정·지원),2015,1년,경북,경주시,경주중앙시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,서울,구로구,구로시장,273
청년상인 창업지원(54곳 선정·지원),2015,1년,대구,북구,동대구시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,광주,남구,무등시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,경남,창원시,부림시장,263
청년상인 창업지원(54곳 선정·지원),2015,1년,부산,중구,부산데파트,326
청년상인 창업지원(54곳 선정·지원),2015,1년,충남,부여군,부여시장,174
청년상인 창업지원(54곳 선정·지원),2015,1년,경북,구미시,선산종합시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,광주,광산구,송정역전매일시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,대전,중구,유천시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,경기,의정부,의정부제일시장,219
청년상인 창업지원(54곳 선정·지원),2015,1년,인천,남구,인천용현시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,서울,중구,인현시장,209
청년상인 창업지원(54곳 선정·지원),2015,1년,전북,전주시,전주신중앙시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,충북,제천시,제천중앙시장,276
청년상인 창업지원(54곳 선정·지원),2015,1년,강원,원주시,중앙시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,인천,동구,중앙시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,대전,중구,태평전통시장,228
청년상인 창업지원(54곳 선정·지원),2015,1년,경북,경산시,하양공설시장,228
청년상인 창업지원(54곳 선정·지원),2016,1년,인천,서구,강남시장,248
청년상인 창업지원(54곳 선정·지원),2016,1년,부산,수영구,광안상가시장,250
청년상인 창업지원(54곳 선정·지원),2016,1년,부산,중구,국제시장,250
청년상인 창업지원(54곳 선정·지원),2016,1년,경기,평택시,국제중앙시장,125
청년상인 창업지원(54곳 선정·지원),2016,1년,서울,성북구,길음시장,128
청년상인 창업지원(54곳 선정·지원),2016,1년,서울,금천구,대명여울빛거리시장,150
청년상인 창업지원(54곳 선정·지원),2016,1년,강원,동해시,동쪽바다중앙시장,250
청년상인 창업지원(54곳 선정·지원),2016,1년,대구,달서구,두류종합시장,250
청년상인 창업지원(54곳 선정·지원),2016,1년,서울,성동구,뚝도시장,175
청년상인 창업지원(54곳 선정·지원),2016,1년,충북,청주시,북부시장,106
청년상인 창업지원(54곳 선정·지원),2016,1년,강원,속초시,속초관광수산시장,200
청년상인 창업지원(54곳 선정·지원),2016,1년,경북,영주시,신영주번개시장,150
청년상인 창업지원(54곳 선정·지원),2016,1년,대구,서구,신평리시장,250
청년상인 창업지원(54곳 선정·지원),2016,1년,경북,안동시,안동중앙신시장,200
청년상인 창업지원(54곳 선정·지원),2016,1년,경기,용인시,용인중앙시장,125
청년상인 창업지원(54곳 선정·지원),2016,1년,강원,춘천시,육림고개상점가,250
청년상인 창업지원(54곳 선정·지원),2016,1년,전남,장흥군,정남진장흥토요시장,250
청년상인 창업지원(54곳 선정·지원),2016,1년,경남,진주시,진주중앙시장,325
청년상인 창업지원(54곳 선정·지원),2016,1년,충남,천안시,천안명동패션상점가,144
청년상인 창업지원(54곳 선정·지원),2016,1년,충남,논산시,화지중앙시장,200
청년상인 창업지원(54곳 선정·지원),2017,1년,경기,과천시,과천새서울프라자,227
청년상인 창업지원(54곳 선정·지원),2017,1년,경기,성남시,금호시장,97
청년상인 창업지원(54곳 선정·지원),2017,1년,서울,중구,남대문시장,300
