사업명,지원연도,지원기간,광역,기초,시장명,지원금액(단위_백만원)
글로벌명품시장(10곳 선정·지원),2015,‘15~’17,서울,중구,남대문시장,4500
글로벌명품시장(10곳 선정·지원),2015,‘15~’17,부산,중구,부산국제시장,4500
글로벌명품시장(10곳 선정·지원),2015,‘15~’17,대구,중구,대구서문시장,4500
글로벌명품시장(10곳 선정·지원),2015,‘15~’17,전북,전주시,전주남부시장,4500
글로벌명품시장(10곳 선정·지원),2015,‘15~’17,충북,청주시,청주육거리시장·성안길상점가(연합),4500
글로벌명품시장(10곳 선정·지원),2015,‘15~’17,제주,제주시,제주동문시장(연합),4500
글로벌명품시장(10곳 선정·지원),2016,‘16~’18,서울,중구,동대문시장(연합),4500
글로벌명품시장(10곳 선정·지원),2016,‘16~’18,부산,중구,자갈치시장,4500
글로벌명품시장(10곳 선정·지원),2016,‘16~’18,경기,수원시,수원남문시장(연합),4500
글로벌명품시장(10곳 선정·지원),2016,‘16~’18,경북,안동시,안동구시장(연합),4500
지역선도시장(11곳 선정·지원),2016,‘16~’18,서울,강북구,수유마을시장연합,2400
지역선도시장(11곳 선정·지원),2016,‘16~’18,인천,남구,신기시장연합,2400
지역선도시장(11곳 선정·지원),2016,‘16~’18,강원,정선,정선아리랑시장,2400
지역선도시장(11곳 선정·지원),2016,‘16~’18,제주,서귀포,서귀포매일올레시장,2400
지역선도시장(11곳 선정·지원),2017,‘17~’19,부산,북구,정이있는구포시장,2400
지역선도시장(11곳 선정·지원),2017,‘17~’19,광주,서구,양동복개상가(연합),2400
지역선도시장(11곳 선정·지원),2017,‘17~’19,경기,의정부시,의정부제일시장(연합),2400
지역선도시장(11곳 선정·지원),2017,‘17~’19,충북,충주시,충주자유무학시장(연합),2400
지역선도시장(11곳 선정·지원),2017,‘17~’19,충남,공주시,공주산성시장,2400
지역선도시장(11곳 선정·지원),2017,‘17~’19,전북,부안군,부안상설시장,2400
지역선도시장(11곳 선정·지원),2017,‘17~’19,경북,구미시,구미새마을중앙시장(연합),2400
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,서울,성북구,돈암제일시장,1480
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,서울,마포구,아현시장,1480
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,부산,부산진구,골드테마거리,1520
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,부산,금정구,서동·서동향토·서동전통골목시장,1560
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,인천,서구,정서진중앙시장,1520
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,인천,남구,용현시장,1520
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,광주,광산구,송정매일·송정5일·송정역전시장 ,1540
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,울산,중구,울산번개·야음상가시장 ,1560
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,세종,세종시,세종전통시장,1600
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,경기,수원시,수원영동시장,1260
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,경기,부천시,역곡북부시장,1780
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,강원,동해시,북평민속시장,1520
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,강원,양양군,양양전통시장,1520
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,충북,진천군,진천전통시장,1520
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,충남,보령시,보령중앙시장,1700
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,전북,완주군,고산시장,1520
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,전북,부안군,부안상설시장,1620
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,전남,강진군,강진읍시장,1560
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,경북,문경시,가은아자개시장,1420
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,경북,구미시,구미중앙시장,1620
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,경남,남해군,남해전통시장,1160
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,경남,창원시,상남시장,1560
문화관광형시장(누적 184곳 선정·지원),2014,‘14~’16,제주,제주시,제주중앙지하상가,1520
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,서울,구로구,남구로시장,1540
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,서울,중랑구,동부골목시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,서울,중구,중앙시장,1540
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,부산,수영구,수영팔도상가시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,부산,동구,초량전통시장,1800
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,부산,서구,충무동새벽·해안시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,인천,남동구,모래내시장,1480
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,인천,부평구,부평지하도상가,1580
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,대전,중구,은행동상점가,420
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,대전,동구,중앙시장활성화구역,1640
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경기,파주시,금촌시장연합회,1780
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경기,오산시,오산오색시장,1640
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경기,용인시,용인중앙시장,1600
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,강원,평창시,봉평시장,1520
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,강원,원주시,원주중앙시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,강원,정선군,정선고한시장,1520
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,충북,보은군,보은전통시장,1520
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,충북,청주시,청주북부시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,충남,홍성군,광천전통시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,충남,태안군,태안특산물전통시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,전북,전주시,전주모래내시장,1620
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,전북,전주시,전주신중앙시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,전남,순천시,순천아랫장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,전남,구례군,지리산나들이장터,1540
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,전남,화순군,화순읍시장,1580
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경북,봉화,봉화춘양시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경북,청송군,청송진보시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경남,창원시,창원명서시장,1640
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경남,통영시,통영중앙시장,1680
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,경남,하동군,하동공설시장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,제주,제주시,세화오일장,1560
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,제주,제주시,칠성로상점가,1620
문화관광형시장(누적 184곳 선정·지원),2015,‘15~’17,제주,제주시,한림오일시장,1560
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,서울,중구,신중부시장,1700
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,서울,성동구,마장축산물시장,1620
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,서울,광진구,중곡제일전통시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,부산,동구,부산진시장,1620
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,부산,사상구,르네시떼,1620
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,대구,중구,약령시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,대전,서구,도마큰시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,경기,여주시,중앙로 상점가,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,경기,양평군,양수리시장,1520
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,강원,춘천시,풍물시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,강원,강릉시,"중앙, 성남시장",1480
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,충북,제천시,제천 중앙시장,1560
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,충북,음성군,음성 무극시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,충남,서천시,서천특화시장,1600
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,전북,익산시,매일·중앙·서동시장,1680
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,전북,군산시,신영시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,전남,광양시,광양5일시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,경북,상주시,상주중앙시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,경북,영주시,선비골문화시장,1740
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,경남,함양군,지리산함양시장,1540
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,경남,양산시,양산남부시장상가 양산남부시장,1480
문화관광형시장(누적 184곳 선정·지원),2016,‘16~’18,제주,제주,중앙로상점가,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,서울,마포구,망원시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,서울,동작구,남성사계시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,서울,영등포구,대림중앙시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,부산,사상구,부산새벽시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,부산,영도구,봉래시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,부산,동구,자유시장,1620
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,부산,기장군,기장시장,1600
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,대구,달서구,서남신시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,대구,수성구,신매시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,인천,서구,가좌시장,1620
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,인천,부평구,부평문화의거리,1460
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,인천,남구,석바위시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,광주,남구,봉선시장,1740
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,광주,북구,말바우시장,1580
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,대전,서구,한민시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,울산,남구,수암상가시장,1600
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,울산,남구,신정상가시장,1620
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경기,파주시,문산자유시장,1480
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경기,장안구,수원연무시장,1740
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경기,부천시,부천자유시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경기,양평군,양평용문천년시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경기,하남시,하남신장시장,1520
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,강원,삼척시,삼척중앙시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,강원,정선군,정선임계사통팔달시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,강원,원주시,원주자유시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,충북,진천군,진천중앙시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,충남,당진시,당진전통시장,1700
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,충남,천안시,천안남산중앙시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,전북,고창군,고창전통시장,1700
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경북,포항시,포항효자시장,1480
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경북,고령군,고령대가야시장,1520
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경남,밀양시,밀양내일 아리랑시장,1600
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경남,거제시,거제고현종합시장,1540
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,경남,김해시,김해동상시장,1600
문화관광형시장(누적 184곳 선정·지원),2017,‘17~’19,제주,서귀포시,서귀포향토오일시장,1580
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,구로구,구로시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,금천구,대명여울빛거리,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,동작구,남성사계시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,마포구,망원시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,마포구,도화동상점가,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,서대문구,인왕시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,종로구,세종마을음식문화거리,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,강동구,명일전통시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,강동구,둔촌역전통시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,강북구,강북북부시장,440
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,성동구,뚝도시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,성동구,도선동상점가,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,성북구,길음시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,송파구,마천중앙시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),서울,도봉구,방학동도깨비시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),부산,부산진구,개금골목시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),부산,사상구,복이있는 덕포시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),부산,영도구,영도봉래시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),부산,해운대구,반송2동시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대구,남구,대명시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대구,달서구,서남신시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대구,동구,동구시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대구,동구,동서시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대구,중구,교동시장활성화구역,600
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),인천,남구,석바위시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),인천,남구,용남시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),인천,남구,토지금고시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),인천,부평구,부평문화의거리,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),인천,서구,가좌시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),광주,남구,봉선시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),광주,북구,말바우시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),광주,서구,양동복개상가,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대전,동구,신도시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대전,서구,한민시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),대전,유성구,송강전통시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),울산,남구,신정상가시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),울산,남구,수암상가시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),울산,중구,반구시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,고양시,일산시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,동두천시,동두천큰시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,부천시,부천제일시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,성남시,남한산성시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,수원시,구매탄전통시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,수원시,파장시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,안양시,안양남부시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,안양시,박달전통시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,양평군,용문전통시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,용인시,죽전로데오상점가시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,평택시,평택송북전통시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경기,하남시,신장전통시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),강원,고성군,간성시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),강원,영월구,서부시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),강원,원주시,자유시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),충북,제천시,제천내토시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),충북,청주시,서문시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),충북,청주시,원마루시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),충남,천안시,신부문화거리상점가,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),충남,천안시,성정시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),전북,고창군,고창전통시장,480
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),전북,무주군,안성덕유산장터,440
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),전북,전주시,서부시장상점가,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),전남,순천시,역전시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),전남,여수시,수산시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경북,경주시,안강시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경북,고령군,고령대가야시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경북,김천시,평화시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경북,예천군,용궁시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경북,포항시,연일전통시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경남,김해시,장유중앙시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경남,창원시,반송시장,520
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),경남,창원시,성원그랜드상가시장,600
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),제주,서귀포시,서귀포향토오일시장,600
골목형시장(누적 202곳 선정·지원),2015,’15(단년도 사업),제주,제주시,보성시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,강동구,고분다리전통시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,강동구,성내전통시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,강서구,송화벽화시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,광진구,자양전통시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,도봉구,창동골목시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,동작구,상도전통시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,마포구,마포농수산물시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,마포구 ,홍대걷고싶은거리상점가,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,성동구,용답상가시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,성북구,장위전통시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,양천구,경창시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,양천구,목동깨비시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,양천구,목사랑시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,양천구,신월1동신영시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,영등포구,㈜사러가시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,용산구,후암시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),서울,종로구,창신골목시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),부산,해운대구,좌동재래시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),부산,수영구,망미중앙시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),부산,중구,아리랑거리,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),부산,서구,충무동골목시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),부산,동래구,온천인정시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),부산,기장군,기장시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대구,남구,봉덕신시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대구,달서구,달서시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대구,달서구,와룡시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대구,달서구,용산시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대구,북구,칠곡시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대구,서구,원고개시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대구,수성구,신매시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),인천,서구,인천강남시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),인천,남동구,구월시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),인천,남구,주안시민지하상가,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),광주,서구,양동건어물시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),대전,대덕구,중리시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,고양시,덕이동패션1번지,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,고양시,원당시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,군포시,산본로데오거리상점가,600
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,부천시,부천강남시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,성남시,금호시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,성남시,돌고래시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,수원시,매산시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,수원시,연무시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,안양시,안양호계종합시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,의왕시,부곡도깨비시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경기,파주시,광탄경매시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),강원,춘천시,후평1단지시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),강원,정선군,정선사북시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),강원,홍천군,홍천중앙시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),강원,평창군,평창대화시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),충북,진천군,진천중앙시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),충북,청주시,청주사창시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),충북,충주시,충주옹달샘시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),충북,충주시,충주중앙공설시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),충남,논산시,화지중앙시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),충남,계룡시,엄사상점가,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),충남,예산군,덕산시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),전북,남원시,용남시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),전북,전주시,전주중앙상가,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),전북,완주군,봉동시장,440
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),전남,광양시,중마시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경북,포항시,효자시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경북,구밋,선산봉황시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경남,김해시,삼방시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경남,고성군,고성공룡시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),경남,창원시,봉곡시장,520
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),제주,제주시,한림매일시장,480
골목형시장(누적 202곳 선정·지원),2016,’16(단년도 사업),세종,(전의면),전의전통시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,성북구,석관황금시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,금천구,현대시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,서대문구,포방터시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,강서구,까치산시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,강서구,방신전통시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,영등포구,영등포시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,성동구,한양대앞상점가,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,중랑구,동원골목시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),서울,동작구,성대시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),부산,수영구,민락골목시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),부산,남구,못골골목시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),부산,사하구,신평골목시장,520
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),부산,부산진구,전포놀이터시장,480
골목형시장(누적 202곳 선정·지원),2017,’17(단년도 사업),대구,남구,시장관문상가,520
